1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2005,49444WBBCH2708J,110000411028,WEBB CHEMICAL SERVICE CORP,2708 JARMAN,MUSKEGON HEIGHTS,MUSKEGON,MI,49444,,,43.202077,-86.230921,,NA,,NA,NA,,NA,NO,4246,Chemical Wholesalers,5169,,,,,,424690,,,,,,1305203935034,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,1.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,0.000,65.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,70.000,,,1.140
2005,49224GRDNF1000E,110000409923,KNAUF INSULATION INC.,1000 E N ST,ALBION,CALHOUN,MI,49224,,,42.284677,-84.800376,,KNAUF INSULATION,134875983,KNAUF INSULATION,GEBR. KNAUF KG,316645860,GEBR KNAUF KG,NO,327,Nonmetallic Mineral Product,3296,,,,,,327993,,,,,,1305203667492,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,10.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.440,0.000,0.000,0.000,0.000,44.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,649.400,0.000,0.000,0.000,0.000,0.000,0.000,694.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,694.260,704.700,0.000,0.000,10.440,488.150,4.620,0.000,0.000,0.000,0.000,0.000,0.000,503.210,201.490,,0.980
2005,48667THDWCMICHI,110043787408,THE DOW CHEMICAL CO,1790 BUILDING,MIDLAND,MIDLAND,MI,48667,,,43.609520,-84.239399,,DOW INC,117063457,DOW INC,NA,,NA,NO,325,Chemicals,2879,2819,2834,4953,2869,2821,325188,,,,,,1305203936796,Phenol,NO,0000108952,108-95-2,25510,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,3500.000,180.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,3687.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3687.000,0.000,7.000,3600.000,0.000,0.000,22.000,0.000,0.000,0.000,910.000,0.000,4539.000,,,1.020
2005,48091MCHMP23343,110000405366,HENKEL US OPERATIONS CORP,23343 SHERWOOD AVE,WARREN,MACOMB,MI,48091,,,42.465887,-83.035503,,HENKEL OF AMERICA INC,054744784,HENKEL OF AMERICA INC,NA,,HENKEL AG & CO KGAA,NO,325,Chemicals,2899,,,,,,325998,,,,,,1305203928926,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1988.000,19951.000,0.000,21939.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,21940.000,21970.000,0.000,0.000,31.000,0.000,21939.000,0.000,0.000,0.000,0.000,15449.000,1.000,37420.000,,,1.090
2005,48667THDWCMICHI,110043787408,THE DOW CHEMICAL CO,1790 BUILDING,MIDLAND,MIDLAND,MI,48667,,,43.609520,-84.239399,,DOW INC,117063457,DOW INC,NA,,NA,NO,325,Chemicals,2869,4953,2879,2834,2821,2819,325188,,,,,,1305203936253,2-Phenylphenol,NO,0000090437,90-43-7,13003,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13000.000,0.000,0.000,0.000,0.000,13000.000,0.000,13000.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2100.000,13000.000,15101.000,,,0.000
2005,49601CDLLC603WE,110000411947,AKWEL CADILLAC USA INC.,603 W 7TH ST,CADILLAC,WEXFORD,MI,49601,,,44.260758,-85.416597,,NA,,NA,AKWEL,NA,AKWEL,NO,326,Plastics and Rubber,3061,,,,,,326220,,,,,,1305203505021,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,177.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,177.000,929.000,0.000,929.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,929.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,929.000,1106.000,0.000,0.000,177.000,0.000,929.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.000,,,1.020
2005,48192PNNWL4655B,110000406436,TAMINCO HIGHER AMINES INC,17168 W JEFFERSON AVE,RIVERVIEW,WAYNE,MI,48193,,,42.182517,-83.162354,,TAMINCO NV,373135123,,,,,NO,325,Chemicals,2869,,,,,,325110,,,,,,1305203441807,Triethylamine,NO,0000121448,121-44-8,31708,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,3854.000,3547.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7401.000,0.000,31484.000,31484.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1562.000,0.000,1562.000,0.000,0.000,0.000,579.000,0.000,0.000,32063.000,0.000,33625.000,7401.000,0.000,0.000,7401.000,0.000,0.000,0.000,1562.000,33593.000,0.000,2519.000,32063.000,77138.000,,,0.860
2005,48161NRTHS3000E,110000405945,GERDAU MACSTEEL MONROE,3000 E FRONT ST,MONROE,MONROE,MI,48161,,,41.897062,-83.361518,,GERDAU MACSTEEL INC,826329299,GERDAU USA INC,GERDAU SA,898410675,GERDAU SA,NO,331,Primary Metals,3312,,,,,,331111,,,,,,1305203620861,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,1750.000,6053.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7834.000,466.000,0.000,466.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43570.000,0.000,0.000,0.000,0.000,0.000,0.000,44036.000,0.000,2982492.000,0.000,0.000,0.000,2982492.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3026528.000,51870.000,0.000,0.000,7834.000,43570.000,0.000,0.000,0.000,0.000,2982492.000,0.000,0.000,3033896.000,,,0.900
2005,48187BRNDR8455R,110000742402,BARON DRAWN STEEL CORP,8455 RONDA DR,CANTON,WAYNE,MI,48187,,,42.348581,-83.452914,,THE RENCO GROUP,NA,,,,,NO,331,Primary Metals,3316,,,,,,331221,,,,,,1305203757808,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2735.000,2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2735.000,0.000,0.000,2735.000,,,0.950
2005,48183CRSTN1337K,110013287362,CREST INDUSTRIES INC,1337 KING RD,TRENTON,WAYNE,MI,481831257,,,42.155836,-83.185593,,NA,NA,CREST INDUSTRIES INC,,,,NO,325,Chemicals,2891,,,,,,325520,,,,,,1305203714567,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,66.000,509.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,575.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,575.000,0.000,0.000,569.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,571.000,,,0.920
2005,48218MCLRV205MA,110002379453,BP PRODUCTS NA INC. RIVER ROUGE TERMINAL,205 MARION ST,RIVER ROUGE,WAYNE,MI,48218,,,42.276296,-83.124698,,BP PRODUCTS NA INC,039596507,,,,,NO,4247,Petroleum Bulk Terminals,5171,,,,,,424710,,,,,,1305203413556,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,1.000
2005,48150MCGNR38521,110000405801,MCGEAN-ROHCO INC,38521 SCHOOLCRAFT AVE,LIVONIA,WAYNE,MI,48150,,,42.381433,-83.423037,,MCGEAN-ROHCO INC,071112593,MCGEAN-ROHCO INC,NA,,NA,NO,325,Chemicals,2819,2899,,,,,325188,,,,,,1305203230228,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
2005,49269MCHGN2400N,110000410083,MICHIGAN AUTOMOTIVE COMPRESSOR  INC.,2400 N DEARING RD,PARMA,JACKSON,MI,49269,,,42.265996,-84.539481,,TOYOTA INDUSTRIES N.A. & DENSO LTD,NA,TOYOTA INDUSTRIES NORTH AMERICA,NA,,TOYOTA INDUSTRIES CORP,NO,336,Transportation Equipment,3714,NA,,,,,336391,,,,,,1305203829623,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,14.000,0.000,299.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,313.000,0.000,51736.000,0.000,0.000,0.000,51736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52049.000,313.000,0.000,0.000,0.000,0.000,313.000,0.000,0.000,0.000,51736.000,0.000,0.000,52049.000,0.000,,1.250
2005,49417GRNDH1231N,110000410396,GRAND HAVEN BOARD OF LIGHT &POWER JB SIMS GENERATING STATI,1231 N THIRD ST,GRAND HAVEN,OTTAWA,MI,49417,,,43.069572,-86.231200,,GRAND HAVEN BOARD OF LIGHT & POWER,155802002,GRAND HAVEN BOARD OF LIGHT & POWER,,,,NO,2211,Electric Utilities,4911,,,,,,221112,,,,,,1305203544212,Chlorine,NO,0007782505,7782-50-5,154328,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,12000.000,0.000,12001.000,0.000,,0.750
2005,48917QLTYW2509S,110024422551,UFP LANSING LLC,2509 SNOW RD,LANSING,EATON,MI,48917,,,42.707391,-84.622701,,UFP INDUSTRIES INC,017104670,UFP INDUSTRIES INC,NA,,NA,NO,321,Wood Products,2491,,,,,,321114,,,,,,1305203388273,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
2005,48174FNTXL89INK,110015832054,FINTEX LLC,8900 INKSTER RD,ROMULUS,WAYNE,MI,48174,,,42.241803,-83.308171,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,INVA,,,,,,332813,,,,,,1305205135888,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.000,0.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,1.000
2005,49022SMTCN470NP,110000409013,PRIMETALS TECHNOLOGIES USA LLC,470 N PAW PAW AVE,BENTON HARBOR,BERRIEN,MI,49022,,,42.122803,-86.447848,,NA,,PRIMETALS TECHNOLOGIES USA LLC,NA,,NA,NO,999,Other,3471,,,,,,811310,,,,,,1305203329634,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,3.600,3.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.800,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,3.600,0.000,0.000,3.800,,,0.950
2005,48183DTRTD4695W,110000406267,DTE ELECTRIC CO - TRENTON CHANNEL POWER PLANT,4695 W JEFFERSON AVE,TRENTON,WAYNE,MI,48183,,,42.125488,-83.185717,,DTE ENERGY CO,839329158,DTE ENERGY CO,,,,NO,2211,Electric Utilities,4911,,,,,,221112,,,,,,1305203589724,Dioxin and dioxin-like compounds,NO,N150,N150,755371,YES,Dioxin,NO,Non_Metal,YES,YES,NO,R,Grams,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.340,,,1.010
2005,48215CHRYL2101C,110000406837,FCA US JEFFERSON NORTH ASSEMBLY PLANT,2101 CONNOR AVE,DETROIT,WAYNE,MI,48215,,,42.375350,-82.962477,,FCA US LLC,830966904,FCA US LLC,NA,,STELLANTIS NV,NO,336,Transportation Equipment,3711,,,,,,336112,,,,,,1305203848573,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,310.000,92.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,402.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,402.000,0.000,0.000,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,,,1.430
2005,49221XTLNT54SCE,110022523303,IXTLAN TECHNOLOGIES LLC,540 S CENTER ST,ADRIAN,LENAWEE,MI,49221,,,41.890694,-84.029169,,NA,NA,,,,,NO,326,Plastics and Rubber,3089,,,,,,326199,,,,,,1305204004459,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
2005,48161TWBCR1600N,110000405963,TAILOR WELDED BLANKS,1600 NADEAU RD,MONROE,MONROE,MI,48162,,,41.964244,-83.346298,,WORTHINGTON STEEL INC.,119127644,WORTHINGTON STEEL INC,NA,,NA,NO,332,Fabricated Metals,3499,,,,,,332999,,,,,,1305203623273,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.930
2005,48901LNSNG601IS,110000408531,LANSING BOARD OF WATER & LIGHT-ECKERT,601 ISLAND AVE,LANSING,INGHAM,MI,48910,,,42.718680,-84.554919,,LANSING BOARD OF WATER & LIGHT,809992055,LANSING BOARD OF WATER & LIGHT,,,,NO,2211,Electric Utilities,4911,,,,,,221112,,,,,,1305203698030,Vanadium compounds,NO,N770,N770,755389,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1669.640,0.000,0.000,0.000,0.000,0.000,0.000,1669.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1669.640,1669.640,0.000,0.000,0.000,1669.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1669.640,,,0.930
2005,49078MNSHC320NF,110000409291,OTSEGO PAPER INC.,320 N FARMER ST,OTSEGO,ALLEGAN,MI,49078,,,42.465964,-85.695361,,USG CORP,005212600,USG CORP,GEBR. KNAUF KG,316645860,GEBR KNAUF KG,NO,322,Paper,2631,,,,,,322130,,,,,,1305203365972,Acetaldehyde,NO,0000075070,75-07-0,5280,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,503.000,5512.000,191.000,0.000,0.000,0.000,0.000,0.000,0.000,32.500,0.000,0.000,0.000,0.000,6238.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6238.500,0.000,0.000,6238.500,0.000,0.000,0.000,0.000,0.000,0.000,11431.000,0.000,17669.500,,,0.560
2005,48053KZCTN30BRU,110000404722,AKZO NOBEL COATINGS INC.,30 BRUSH ST,PONTIAC,OAKLAND,MI,48341,,,42.628551,-83.291242,,AKZO NOBEL,021973748,,,,,NO,325,Chemicals,2851,,,,,,325510,,,,,,1305203703208,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,229.000,72.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,301.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,89.000,0.000,0.000,0.000,0.000,89.000,0.000,1082.000,1082.000,0.000,0.000,0.000,0.000,232.000,0.000,232.000,0.000,1403.000,301.000,0.000,0.000,301.000,0.000,0.000,0.000,1082.000,0.000,89.000,0.000,232.000,1704.000,0.000,,0.490
